Number,Date-Time,Temp(°C),Salinity(psu),Conduct(mS/cm),Velocity(m/sec)
960,06.06.2024 11:00:00,"17,96","0,01","0,00","1475,23"
961,06.06.2024 13:00:00,"18,02","0,01","0,00","1475,43"
962,06.06.2024 15:00:00,"18,11","0,01","0,00","1475,72"
963,06.06.2024 17:00:00,"18,17","0,01","0,00","1475,91"
964,06.06.2024 19:00:00,"18,20","0,01","0,00","1476,01"
965,06.06.2024 21:00:00,"18,20","0,01","0,00","1476,01"
966,06.06.2024 23:00:00,"18,20","0,01","0,00","1476,01"
967,07.06.2024 01:00:00,"18,17","0,01","0,00","1475,91"
968,07.06.2024 03:00:00,"18,14","0,01","0,00","1475,82"
969,07.06.2024 05:00:00,"18,05","0,01","0,00","1475,53"
970,07.06.2024 07:00:00,"18,02","0,01","0,00","1475,43"
971,07.06.2024 09:00:00,"18,02","0,01","0,00","1475,43"
972,07.06.2024 11:00:00,"18,02","0,01","0,00","1475,43"
973,07.06.2024 13:00:00,"18,05","0,01","0,00","1475,53"
974,07.06.2024 15:00:00,"18,11","0,01","0,00","1475,72"
975,07.06.2024 17:00:00,"18,11","0,01","0,00","1475,72"
976,07.06.2024 19:00:00,"18,14","0,01","0,00","1475,82"
977,07.06.2024 21:00:00,"18,14","0,01","0,00","1475,82"
978,07.06.2024 23:00:00,"18,14","0,01","0,00","1475,82"
979,08.06.2024 01:00:00,"18,08","0,01","0,00","1475,62"
980,08.06.2024 03:00:00,"18,05","0,01","0,00","1475,53"
981,08.06.2024 05:00:00,"17,99","0,01","0,00","1475,33"
982,08.06.2024 07:00:00,"17,93","0,01","0,00","1475,13"
983,08.06.2024 09:00:00,"17,78","0,01","0,00","1474,64"
984,08.06.2024 11:00:00,"17,69","0,01","0,00","1474,35"
985,08.06.2024 13:00:00,"17,75","0,01","0,00","1474,54"
986,08.06.2024 15:00:00,"17,84","0,01","0,00","1474,84"
987,08.06.2024 17:00:00,"17,93","0,01","0,00","1475,13"
988,08.06.2024 19:00:00,"18,02","0,01","0,00","1475,43"
989,08.06.2024 21:00:00,"18,14","0,01","0,00","1475,82"
990,08.06.2024 23:00:00,"18,26","0,01","0,00","1476,21"
991,09.06.2024 01:00:00,"18,26","0,01","0,00","1476,21"
992,09.06.2024 03:00:00,"18,26","0,01","0,00","1476,21"
993,09.06.2024 05:00:00,"18,20","0,01","0,00","1476,01"
994,09.06.2024 07:00:00,"18,17","0,01","0,00","1475,91"
995,09.06.2024 09:00:00,"18,20","0,01","0,00","1476,01"
996,09.06.2024 11:00:00,"18,20","0,01","0,00","1476,01"
997,09.06.2024 13:00:00,"18,20","0,01","0,00","1476,01"
998,09.06.2024 15:00:00,"18,23","0,01","0,00","1476,11"
999,09.06.2024 17:00:00,"18,26","0,01","0,00","1476,21"
1000,09.06.2024 19:00:00,"18,26","0,01","0,00","1476,21"
1001,09.06.2024 21:00:00,"18,26","0,01","0,00","1476,21"
1002,09.06.2024 23:00:00,"18,23","0,01","0,00","1476,11"
1003,10.06.2024 01:00:00,"18,17","0,01","0,00","1475,91"
1004,10.06.2024 03:00:00,"18,11","0,01","0,00","1475,72"
1005,10.06.2024 05:00:00,"18,05","0,01","0,00","1475,53"
1006,10.06.2024 07:00:00,"18,02","0,01","0,00","1475,43"
1007,10.06.2024 09:00:00,"17,99","0,01","0,00","1475,33"
1008,10.06.2024 11:00:00,"17,93","0,01","0,00","1475,13"
1009,10.06.2024 13:00:00,"17,90","0,01","0,00","1475,04"
1010,10.06.2024 15:00:00,"17,93","0,01","0,00","1475,13"
1011,10.06.2024 17:00:00,"17,93","0,01","0,00","1475,13"
1012,10.06.2024 19:00:00,"17,93","0,01","0,00","1475,13"
1013,10.06.2024 21:00:00,"17,93","0,01","0,00","1475,13"
1014,10.06.2024 23:00:00,"17,93","0,01","0,00","1475,13"
1015,11.06.2024 01:00:00,"17,93","0,01","0,00","1475,13"
1016,11.06.2024 03:00:00,"17,93","0,01","0,00","1475,13"
1017,11.06.2024 05:00:00,"17,93","0,01","0,00","1475,13"
1018,11.06.2024 07:00:00,"17,90","0,01","0,00","1475,04"
1019,11.06.2024 09:00:00,"17,90","0,01","0,00","1475,04"
1020,11.06.2024 11:00:00,"17,93","0,01","0,00","1475,13"
1021,11.06.2024 13:00:00,"17,96","0,01","0,00","1475,23"
1022,11.06.2024 15:00:00,"17,96","0,01","0,00","1475,23"
1023,11.06.2024 17:00:00,"17,99","0,01","0,00","1475,33"
1024,11.06.2024 19:00:00,"18,02","0,01","0,00","1475,43"
1025,11.06.2024 21:00:00,"18,05","0,01","0,00","1475,53"
1026,11.06.2024 23:00:00,"18,08","0,01","0,00","1475,62"
1027,12.06.2024 01:00:00,"18,08","0,01","0,00","1475,62"
1028,12.06.2024 03:00:00,"18,11","0,01","0,00","1475,72"
1029,12.06.2024 05:00:00,"18,11","0,01","0,00","1475,72"
1030,12.06.2024 07:00:00,"18,08","0,01","0,00","1475,62"
1031,12.06.2024 09:00:00,"18,05","0,01","0,00","1475,53"
1032,12.06.2024 11:00:00,"18,02","0,01","0,00","1475,43"
1033,12.06.2024 13:00:00,"18,08","0,01","0,00","1475,62"
1034,12.06.2024 15:00:00,"18,14","0,01","0,00","1475,82"
1035,12.06.2024 17:00:00,"18,17","0,01","0,00","1475,91"
1036,12.06.2024 19:00:00,"18,17","0,01","0,00","1475,91"
1037,12.06.2024 21:00:00,"18,17","0,01","0,00","1475,91"
1038,12.06.2024 23:00:00,"18,20","0,01","0,00","1476,01"
1039,13.06.2024 01:00:00,"18,20","0,01","0,00","1476,01"
1040,13.06.2024 03:00:00,"18,20","0,01","0,00","1476,01"
1041,13.06.2024 05:00:00,"18,17","0,01","0,00","1475,91"
1042,13.06.2024 07:00:00,"18,14","0,01","0,00","1475,82"
1043,13.06.2024 09:00:00,"18,14","0,01","0,00","1475,82"
1044,13.06.2024 11:00:00,"18,11","0,01","0,00","1475,72"
1045,13.06.2024 13:00:00,"18,08","0,01","0,00","1475,62"
1046,13.06.2024 15:00:00,"18,08","0,01","0,00","1475,62"
1047,13.06.2024 17:00:00,"18,14","0,01","0,00","1475,82"
1048,13.06.2024 19:00:00,"18,20","0,01","0,00","1476,01"
1049,13.06.2024 21:00:00,"18,23","0,01","0,00","1476,11"
1050,13.06.2024 23:00:00,"18,23","0,01","0,00","1476,11"
1051,14.06.2024 01:00:00,"18,26","0,01","0,00","1476,21"
1052,14.06.2024 03:00:00,"18,29","0,01","0,00","1476,30"
1053,14.06.2024 05:00:00,"18,29","0,01","0,00","1476,30"
1054,14.06.2024 07:00:00,"18,26","0,01","0,00","1476,21"
1055,14.06.2024 09:00:00,"18,26","0,01","0,00","1476,21"
1056,14.06.2024 11:00:00,"18,29","0,01","0,00","1476,30"
1057,14.06.2024 13:00:00,"18,32","0,01","0,00","1476,40"
1058,14.06.2024 15:00:00,"18,35","0,01","0,00","1476,50"
1059,14.06.2024 17:00:00,"18,35","0,01","0,00","1476,50"
1060,14.06.2024 19:00:00,"18,41","0,01","0,00","1476,69"
1061,14.06.2024 21:00:00,"18,50","0,01","0,00","1476,98"
1062,14.06.2024 23:00:00,"18,56","0,01","0,00","1477,17"
1063,15.06.2024 01:00:00,"18,59","0,01","0,00","1477,27"
1064,15.06.2024 03:00:00,"18,56","0,01","0,00","1477,17"
1065,15.06.2024 05:00:00,"18,59","0,01","0,00","1477,27"
1066,15.06.2024 07:00:00,"18,62","0,01","0,00","1477,36"
1067,15.06.2024 09:00:00,"18,56","0,01","0,00","1477,17"
1068,15.06.2024 11:00:00,"18,50","0,01","0,00","1476,98"
1069,15.06.2024 13:00:00,"18,59","0,01","0,00","1477,27"
1070,15.06.2024 15:00:00,"18,76","0,01","0,00","1477,84"
1071,15.06.2024 17:00:00,"18,88","0,01","0,00","1478,22"
1072,15.06.2024 19:00:00,"19,00","0,01","0,00","1478,60"
1073,15.06.2024 21:00:00,"18,94","0,01","0,00","1478,41"
1074,15.06.2024 23:00:00,"18,76","0,01","0,00","1477,84"
1075,16.06.2024 01:00:00,"18,44","0,01","0,00","1476,79"
1076,16.06.2024 03:00:00,"17,87","0,01","0,00","1474,94"
1077,16.06.2024 05:00:00,"17,30","0,01","0,00","1473,05"
1078,16.06.2024 07:00:00,"16,79","0,01","0,00","1471,34"
1079,16.06.2024 09:00:00,"16,70","0,01","0,00","1471,03"
1080,16.06.2024 11:00:00,"16,91","0,01","0,00","1471,75"
1081,16.06.2024 13:00:00,"17,24","0,01","0,00","1472,85"
1082,16.06.2024 15:00:00,"17,51","0,01","0,00","1473,75"
1083,16.06.2024 17:00:00,"17,75","0,01","0,00","1474,54"
1084,16.06.2024 19:00:00,"17,87","0,01","0,00","1474,94"
1085,16.06.2024 21:00:00,"17,93","0,01","0,00","1475,13"
1086,16.06.2024 23:00:00,"17,99","0,01","0,00","1475,33"
1087,17.06.2024 01:00:00,"18,02","0,01","0,00","1475,43"
1088,17.06.2024 03:00:00,"18,05","0,01","0,00","1475,53"
1089,17.06.2024 05:00:00,"18,05","0,01","0,00","1475,53"
1090,17.06.2024 07:00:00,"18,05","0,01","0,00","1475,53"
1091,17.06.2024 09:00:00,"18,02","0,01","0,00","1475,43"
1092,17.06.2024 11:00:00,"17,99","0,01","0,00","1475,33"
1093,17.06.2024 13:00:00,"18,02","0,01","0,00","1475,43"
1094,17.06.2024 15:00:00,"18,05","0,01","0,00","1475,53"
1095,17.06.2024 17:00:00,"18,05","0,01","0,00","1475,53"
1096,17.06.2024 19:00:00,"18,08","0,01","0,00","1475,62"
1097,17.06.2024 21:00:00,"18,08","0,01","0,00","1475,62"
1098,17.06.2024 23:00:00,"18,11","0,01","0,00","1475,72"
1099,18.06.2024 01:00:00,"18,11","0,01","0,00","1475,72"
1100,18.06.2024 03:00:00,"18,14","0,01","0,00","1475,82"
1101,18.06.2024 05:00:00,"18,14","0,01","0,00","1475,82"
1102,18.06.2024 07:00:00,"18,14","0,01","0,00","1475,82"
1103,18.06.2024 09:00:00,"18,17","0,01","0,00","1475,91"
1104,18.06.2024 11:00:00,"18,17","0,01","0,00","1475,91"
1105,18.06.2024 13:00:00,"18,14","0,01","0,00","1475,82"
1106,18.06.2024 15:00:00,"18,14","0,01","0,00","1475,82"
1107,18.06.2024 17:00:00,"18,17","0,01","0,00","1475,91"
1108,18.06.2024 19:00:00,"18,20","0,01","0,00","1476,01"
1109,18.06.2024 21:00:00,"18,23","0,01","0,00","1476,11"
1110,18.06.2024 23:00:00,"18,26","0,01","0,00","1476,21"
1111,19.06.2024 01:00:00,"18,29","0,01","0,00","1476,30"
1112,19.06.2024 03:00:00,"18,32","0,01","0,00","1476,40"
1113,19.06.2024 05:00:00,"18,35","0,01","0,00","1476,50"
1114,19.06.2024 07:00:00,"18,38","0,01","0,00","1476,59"
1115,19.06.2024 09:00:00,"18,41","0,01","0,00","1476,69"
1116,19.06.2024 11:00:00,"18,41","0,01","0,00","1476,69"
1117,19.06.2024 13:00:00,"18,44","0,01","0,00","1476,79"
1118,19.06.2024 15:00:00,"18,47","0,01","0,00","1476,88"
1119,19.06.2024 17:00:00,"18,53","0,01","0,00","1477,08"
1120,19.06.2024 19:00:00,"18,59","0,01","0,00","1477,27"
1121,19.06.2024 21:00:00,"18,65","0,01","0,00","1477,46"
1122,19.06.2024 23:00:00,"18,70","0,01","0,00","1477,65"
1123,20.06.2024 01:00:00,"18,73","0,01","0,00","1477,75"
1124,20.06.2024 03:00:00,"18,73","0,01","0,00","1477,75"
1125,20.06.2024 05:00:00,"18,76","0,01","0,00","1477,84"
1126,20.06.2024 07:00:00,"18,82","0,01","0,00","1478,03"
1127,20.06.2024 09:00:00,"18,88","0,01","0,00","1478,22"
1128,20.06.2024 11:00:00,"18,97","0,02","0,02","1478,52"
1129,20.06.2024 13:00:00,"19,03","0,01","0,00","1478,70"
1130,20.06.2024 15:00:00,"19,15","0,01","0,00","1479,08"
1131,20.06.2024 17:00:00,"19,27","0,01","0,00","1479,45"
1132,20.06.2024 19:00:00,"19,39","0,01","0,00","1479,83"
1133,20.06.2024 21:00:00,"19,45","0,01","0,00","1480,01"
1134,20.06.2024 23:00:00,"19,54","0,01","0,00","1480,29"
1135,21.06.2024 01:00:00,"19,59","0,01","0,00","1480,48"
1136,21.06.2024 03:00:00,"19,62","0,01","0,00","1480,57"
1137,21.06.2024 05:00:00,"19,65","0,01","0,00","1480,67"
1138,21.06.2024 07:00:00,"19,68","0,01","0,00","1480,76"
1139,21.06.2024 09:00:00,"19,71","0,01","0,00","1480,85"
1140,21.06.2024 11:00:00,"19,74","0,01","0,00","1480,94"
1141,21.06.2024 13:00:00,"19,80","0,01","0,00","1481,13"
1142,21.06.2024 15:00:00,"19,83","0,01","0,00","1481,22"
1143,21.06.2024 17:00:00,"19,83","0,01","0,00","1481,22"
1144,21.06.2024 19:00:00,"19,86","0,01","0,00","1481,31"
1145,21.06.2024 21:00:00,"19,92","0,01","0,00","1481,50"
1146,21.06.2024 23:00:00,"19,98","0,01","0,00","1481,68"
1147,22.06.2024 01:00:00,"20,07","0,01","0,00","1481,96"
1148,22.06.2024 03:00:00,"20,07","0,01","0,00","1481,96"
1149,22.06.2024 05:00:00,"19,95","0,01","0,00","1481,59"
1150,22.06.2024 07:00:00,"19,83","0,01","0,00","1481,22"
1151,22.06.2024 09:00:00,"19,71","0,01","0,00","1480,85"
1152,22.06.2024 11:00:00,"19,74","0,01","0,00","1480,94"
1153,22.06.2024 13:00:00,"19,89","0,01","0,00","1481,41"
1154,22.06.2024 15:00:00,"20,10","0,01","0,00","1482,05"
1155,22.06.2024 17:00:00,"20,16","0,01","0,00","1482,23"
1156,22.06.2024 19:00:00,"20,16","0,01","0,00","1482,23"
1157,22.06.2024 21:00:00,"20,13","0,01","0,00","1482,14"
1158,22.06.2024 23:00:00,"19,98","0,01","0,00","1481,68"
1159,23.06.2024 01:00:00,"19,83","0,01","0,00","1481,22"
1160,23.06.2024 03:00:00,"19,68","0,01","0,00","1480,76"
1161,23.06.2024 05:00:00,"19,54","0,01","0,00","1480,29"
1162,23.06.2024 07:00:00,"19,36","0,01","0,00","1479,73"
1163,23.06.2024 09:00:00,"19,21","0,01","0,00","1479,26"
1164,23.06.2024 11:00:00,"19,18","0,01","0,00","1479,17"
1165,23.06.2024 13:00:00,"19,36","0,01","0,00","1479,73"
1166,23.06.2024 15:00:00,"19,54","0,01","0,00","1480,29"
1167,23.06.2024 17:00:00,"19,62","0,01","0,00","1480,57"
1168,23.06.2024 19:00:00,"19,65","0,01","0,00","1480,67"
1169,23.06.2024 21:00:00,"19,68","0,01","0,00","1480,76"
1170,23.06.2024 23:00:00,"19,68","0,01","0,00","1480,76"
1171,24.06.2024 01:00:00,"19,68","0,01","0,00","1480,76"
1172,24.06.2024 03:00:00,"19,68","0,01","0,00","1480,76"
1173,24.06.2024 05:00:00,"19,62","0,01","0,00","1480,57"
1174,24.06.2024 07:00:00,"19,59","0,02","0,02","1480,49"
1175,24.06.2024 09:00:00,"19,56","0,01","0,00","1480,39"
1176,24.06.2024 11:00:00,"19,56","0,01","0,00","1480,39"
1177,24.06.2024 13:00:00,"19,56","0,01","0,00","1480,39"
1178,24.06.2024 15:00:00,"19,59","0,01","0,00","1480,48"
1179,24.06.2024 17:00:00,"19,62","0,01","0,00","1480,57"
1180,24.06.2024 19:00:00,"19,68","0,01","0,00","1480,76"
1181,24.06.2024 21:00:00,"19,74","0,01","0,00","1480,94"
1182,24.06.2024 23:00:00,"19,77","0,01","0,00","1481,04"
1183,25.06.2024 01:00:00,"19,77","0,01","0,00","1481,04"
1184,25.06.2024 03:00:00,"19,77","0,01","0,00","1481,04"
1185,25.06.2024 05:00:00,"19,80","0,01","0,00","1481,13"
1186,25.06.2024 07:00:00,"19,80","0,01","0,00","1481,13"
1187,25.06.2024 09:00:00,"19,74","0,01","0,00","1480,94"
1188,25.06.2024 11:00:00,"19,71","0,01","0,00","1480,85"
1189,25.06.2024 13:00:00,"19,71","0,01","0,00","1480,85"
1190,25.06.2024 15:00:00,"19,74","0,01","0,00","1480,94"
1191,25.06.2024 17:00:00,"19,77","0,01","0,00","1481,04"
1192,25.06.2024 19:00:00,"19,80","0,01","0,00","1481,13"
1193,25.06.2024 21:00:00,"19,80","0,01","0,00","1481,13"
1194,25.06.2024 23:00:00,"19,83","0,01","0,00","1481,22"
1195,26.06.2024 01:00:00,"19,83","0,01","0,00","1481,22"
1196,26.06.2024 03:00:00,"19,80","0,01","0,00","1481,13"
1197,26.06.2024 05:00:00,"19,77","0,01","0,00","1481,04"
1198,26.06.2024 07:00:00,"19,74","0,01","0,00","1480,94"
1199,26.06.2024 09:00:00,"19,74","0,01","0,00","1480,94"
1200,26.06.2024 11:00:00,"19,77","0,01","0,00","1481,04"
1201,26.06.2024 13:00:00,"19,80","0,01","0,00","1481,13"
1202,26.06.2024 15:00:00,"19,83","0,01","0,00","1481,22"
1203,26.06.2024 17:00:00,"19,89","0,01","0,00","1481,41"
1204,26.06.2024 19:00:00,"19,95","0,01","0,00","1481,59"
1205,26.06.2024 21:00:00,"20,04","0,01","0,00","1481,87"
1206,26.06.2024 23:00:00,"20,07","0,01","0,00","1481,96"
1207,27.06.2024 01:00:00,"20,07","0,01","0,00","1481,96"
1208,27.06.2024 03:00:00,"20,07","0,01","0,00","1481,96"
1209,27.06.2024 05:00:00,"20,10","0,01","0,00","1482,05"
1210,27.06.2024 07:00:00,"20,13","0,01","0,00","1482,14"
1211,27.06.2024 09:00:00,"20,10","0,01","0,00","1482,05"
1212,27.06.2024 11:00:00,"20,07","0,01","0,00","1481,96"
1213,27.06.2024 13:00:00,"20,07","0,01","0,00","1481,96"
1214,27.06.2024 15:00:00,"20,10","0,01","0,00","1482,05"
1215,27.06.2024 17:00:00,"20,13","0,01","0,00","1482,14"
1216,27.06.2024 19:00:00,"20,16","0,01","0,00","1482,23"
1217,27.06.2024 21:00:00,"20,18","0,01","0,00","1482,32"
1218,27.06.2024 23:00:00,"20,18","0,01","0,00","1482,32"
1219,28.06.2024 01:00:00,"20,18","0,01","0,00","1482,32"
1220,28.06.2024 03:00:00,"20,16","0,01","0,00","1482,23"
1221,28.06.2024 05:00:00,"20,07","0,01","0,00","1481,96"
1222,28.06.2024 07:00:00,"19,98","0,01","0,00","1481,68"
1223,28.06.2024 09:00:00,"19,89","0,01","0,00","1481,41"
1224,28.06.2024 11:00:00,"19,83","0,01","0,00","1481,22"
1225,28.06.2024 13:00:00,"19,80","0,01","0,00","1481,13"
1226,28.06.2024 15:00:00,"19,74","0,01","0,00","1480,94"
1227,28.06.2024 17:00:00,"19,71","0,01","0,00","1480,85"
1228,28.06.2024 19:00:00,"19,71","0,01","0,00","1480,85"
1229,28.06.2024 21:00:00,"19,71","0,01","0,00","1480,85"
1230,28.06.2024 23:00:00,"19,54","0,02","0,02","1480,30"
1231,29.06.2024 01:00:00,"19,33","0,01","0,00","1479,64"
1232,29.06.2024 03:00:00,"19,12","0,01","0,00","1478,98"
1233,29.06.2024 05:00:00,"19,03","0,01","0,00","1478,70"
1234,29.06.2024 07:00:00,"18,94","0,02","0,02","1478,42"
1235,29.06.2024 09:00:00,"18,97","0,02","0,02","1478,52"
1236,29.06.2024 11:00:00,"19,06","0,01","0,00","1478,79"
1237,29.06.2024 13:00:00,"19,18","0,01","0,00","1479,17"
1238,29.06.2024 15:00:00,"19,15","0,02","0,02","1479,09"
1239,29.06.2024 17:00:00,"19,09","0,01","0,00","1478,89"
1240,29.06.2024 19:00:00,"19,00","0,02","0,02","1478,61"
1241,29.06.2024 21:00:00,"18,94","0,01","0,00","1478,41"
1242,29.06.2024 23:00:00,"19,06","0,01","0,00","1478,79"
1243,30.06.2024 01:00:00,"19,18","0,01","0,00","1479,17"
1244,30.06.2024 03:00:00,"19,15","0,01","0,00","1479,08"
1245,30.06.2024 05:00:00,"19,24","0,01","0,00","1479,36"
1246,30.06.2024 07:00:00,"19,45","0,01","0,00","1480,01"
1247,30.06.2024 09:00:00,"19,71","0,01","0,00","1480,85"
1248,30.06.2024 11:00:00,"20,04","0,01","0,00","1481,87"
1249,30.06.2024 13:00:00,"20,10","0,01","0,00","1482,05"
1250,30.06.2024 15:00:00,"20,13","0,01","0,00","1482,14"
1251,30.06.2024 17:00:00,"20,13","0,01","0,00","1482,14"
1252,30.06.2024 19:00:00,"20,13","0,01","0,00","1482,14"
1253,30.06.2024 21:00:00,"20,13","0,01","0,00","1482,14"
1254,30.06.2024 23:00:00,"20,10","0,01","0,00","1482,05"
1255,01.07.2024 01:00:00,"20,07","0,01","0,00","1481,96"
1256,01.07.2024 03:00:00,"20,04","0,01","0,00","1481,87"
1257,01.07.2024 05:00:00,"20,07","0,01","0,00","1481,96"
1258,01.07.2024 07:00:00,"20,10","0,01","0,00","1482,05"
1259,01.07.2024 09:00:00,"20,07","0,01","0,00","1481,96"
1260,01.07.2024 11:00:00,"20,04","0,01","0,00","1481,87"
1261,01.07.2024 13:00:00,"20,04","0,01","0,00","1481,87"
1262,01.07.2024 15:00:00,"20,04","0,01","0,00","1481,87"
1263,01.07.2024 17:00:00,"20,07","0,01","0,00","1481,96"
1264,01.07.2024 19:00:00,"20,04","0,01","0,00","1481,87"
1265,01.07.2024 21:00:00,"20,01","0,01","0,00","1481,77"
1266,01.07.2024 23:00:00,"20,01","0,01","0,00","1481,77"
1267,02.07.2024 01:00:00,"20,01","0,01","0,00","1481,77"
1268,02.07.2024 03:00:00,"20,01","0,01","0,00","1481,77"
1269,02.07.2024 05:00:00,"19,98","0,01","0,00","1481,68"
1270,02.07.2024 07:00:00,"19,98","0,01","0,00","1481,68"
1271,02.07.2024 09:00:00,"19,95","0,01","0,00","1481,59"
1272,02.07.2024 11:00:00,"19,95","0,01","0,00","1481,59"
1273,02.07.2024 13:00:00,"19,95","0,01","0,00","1481,59"
1274,02.07.2024 15:00:00,"19,95","0,01","0,00","1481,59"
1275,02.07.2024 17:00:00,"19,95","0,01","0,00","1481,59"
1276,02.07.2024 19:00:00,"19,98","0,01","0,00","1481,68"
1277,02.07.2024 21:00:00,"20,01","0,01","0,00","1481,77"
1278,02.07.2024 23:00:00,"20,01","0,01","0,00","1481,77"
1279,03.07.2024 01:00:00,"19,98","0,01","0,00","1481,68"
1280,03.07.2024 03:00:00,"20,01","0,01","0,00","1481,77"
1281,03.07.2024 05:00:00,"20,04","0,01","0,00","1481,87"
1282,03.07.2024 07:00:00,"20,07","0,01","0,00","1481,96"
1283,03.07.2024 09:00:00,"20,07","0,01","0,00","1481,96"
1284,03.07.2024 11:00:00,"20,07","0,01","0,00","1481,96"
1285,03.07.2024 13:00:00,"20,07","0,01","0,00","1481,96"
1286,03.07.2024 15:00:00,"20,10","0,01","0,00","1482,05"
1287,03.07.2024 17:00:00,"20,13","0,01","0,00","1482,14"
1288,03.07.2024 19:00:00,"20,16","0,01","0,00","1482,23"
1289,03.07.2024 21:00:00,"20,16","0,01","0,00","1482,23"
1290,03.07.2024 23:00:00,"20,16","0,01","0,00","1482,23"
1291,04.07.2024 01:00:00,"20,18","0,01","0,00","1482,32"
1292,04.07.2024 03:00:00,"20,16","0,01","0,00","1482,23"
1293,04.07.2024 05:00:00,"20,13","0,01","0,00","1482,14"
1294,04.07.2024 07:00:00,"20,13","0,01","0,00","1482,14"
1295,04.07.2024 09:00:00,"20,13","0,01","0,00","1482,14"
1296,04.07.2024 11:00:00,"20,16","0,01","0,00","1482,23"
1297,04.07.2024 13:00:00,"20,16","0,01","0,00","1482,23"
1298,04.07.2024 15:00:00,"20,13","0,01","0,00","1482,14"
1299,04.07.2024 17:00:00,"20,16","0,01","0,00","1482,23"
1300,04.07.2024 19:00:00,"20,18","0,01","0,00","1482,32"
1301,04.07.2024 21:00:00,"20,18","0,01","0,00","1482,32"
1302,04.07.2024 23:00:00,"20,21","0,02","0,02","1482,42"
1303,05.07.2024 01:00:00,"20,18","0,01","0,00","1482,32"
1304,05.07.2024 03:00:00,"20,18","0,01","0,00","1482,32"
1305,05.07.2024 05:00:00,"20,18","0,01","0,00","1482,32"
1306,05.07.2024 07:00:00,"20,18","0,01","0,00","1482,32"
1307,05.07.2024 09:00:00,"20,16","0,01","0,00","1482,23"
1308,05.07.2024 11:00:00,"20,13","0,01","0,00","1482,14"
1309,05.07.2024 13:00:00,"20,16","0,01","0,00","1482,23"
1310,05.07.2024 15:00:00,"20,18","0,01","0,00","1482,32"
1311,05.07.2024 17:00:00,"20,18","0,01","0,00","1482,32"
1312,05.07.2024 19:00:00,"20,16","0,01","0,00","1482,23"
1313,05.07.2024 21:00:00,"20,18","0,01","0,00","1482,32"
1314,05.07.2024 23:00:00,"20,18","0,01","0,00","1482,32"
1315,06.07.2024 01:00:00,"20,21","0,01","0,00","1482,42"
1316,06.07.2024 03:00:00,"20,18","0,01","0,00","1482,32"
1317,06.07.2024 05:00:00,"20,16","0,01","0,00","1482,23"
1318,06.07.2024 07:00:00,"20,13","0,01","0,00","1482,14"
1319,06.07.2024 09:00:00,"20,13","0,02","0,02","1482,15"
1320,06.07.2024 11:00:00,"20,10","0,01","0,00","1482,05"
1321,06.07.2024 13:00:00,"20,07","0,01","0,00","1481,96"
1322,06.07.2024 15:00:00,"20,04","0,01","0,00","1481,87"
1323,06.07.2024 17:00:00,"20,10","0,01","0,00","1482,05"
1324,06.07.2024 19:00:00,"20,16","0,01","0,00","1482,23"
1325,06.07.2024 21:00:00,"20,18","0,01","0,00","1482,32"
1326,06.07.2024 23:00:00,"20,18","0,01","0,00","1482,32"
1327,07.07.2024 01:00:00,"20,18","0,01","0,00","1482,32"
1328,07.07.2024 03:00:00,"20,18","0,01","0,00","1482,32"
1329,07.07.2024 05:00:00,"20,21","0,01","0,00","1482,42"
1330,07.07.2024 07:00:00,"20,16","0,01","0,00","1482,23"
1331,07.07.2024 09:00:00,"20,10","0,01","0,00","1482,05"
1332,07.07.2024 11:00:00,"20,07","0,01","0,00","1481,96"
1333,07.07.2024 13:00:00,"20,10","0,01","0,00","1482,05"
1334,07.07.2024 15:00:00,"20,13","0,01","0,00","1482,14"
1335,07.07.2024 17:00:00,"20,16","0,01","0,00","1482,23"
1336,07.07.2024 19:00:00,"20,16","0,01","0,00","1482,23"
1337,07.07.2024 21:00:00,"20,18","0,01","0,00","1482,32"
1338,07.07.2024 23:00:00,"20,27","0,01","0,00","1482,60"
1339,08.07.2024 01:00:00,"20,36","0,01","0,00","1482,87"
1340,08.07.2024 03:00:00,"20,39","0,01","0,00","1482,96"
1341,08.07.2024 05:00:00,"20,39","0,01","0,00","1482,96"
1342,08.07.2024 07:00:00,"20,39","0,01","0,00","1482,96"
1343,08.07.2024 09:00:00,"20,36","0,01","0,00","1482,87"
1344,08.07.2024 11:00:00,"20,36","0,01","0,00","1482,87"
1345,08.07.2024 13:00:00,"20,33","0,01","0,00","1482,78"
1346,08.07.2024 15:00:00,"20,33","0,01","0,00","1482,78"
1347,08.07.2024 17:00:00,"20,39","0,01","0,00","1482,96"
1348,08.07.2024 19:00:00,"20,54","0,01","0,00","1483,41"
1349,08.07.2024 21:00:00,"20,51","0,01","0,00","1483,32"
1350,08.07.2024 23:00:00,"20,33","0,01","0,00","1482,78"
1351,09.07.2024 01:00:00,"20,16","0,01","0,00","1482,23"
1352,09.07.2024 03:00:00,"20,07","0,01","0,00","1481,96"
1353,09.07.2024 05:00:00,"19,95","0,01","0,00","1481,59"
1354,09.07.2024 07:00:00,"19,92","0,01","0,00","1481,50"
1355,09.07.2024 09:00:00,"19,98","0,01","0,00","1481,68"
1356,09.07.2024 11:00:00,"20,16","0,01","0,00","1482,23"
1357,09.07.2024 13:00:00,"20,36","0,01","0,00","1482,87"
1358,09.07.2024 15:00:00,"20,57","0,01","0,00","1483,50"
